t,ia,ib,ic,Te,wm
0,0.00784780615620405,-0.0255144620196251,0.0183760713667216,-0.00980002789365362,155.514749285191
0.0001,0.036681707864406,-0.0296768865181326,0.0241154928101751,-0.0155060080512833,155.537143688661
0.0002,0.465507680347144,-9.18327264731397,8.69017065148809,-0.0284050475567575,155.502724665237
0.0003,1.32556832780851,-18.6895747714013,17.3030816305789,-0.00433288786077681,155.533183938565
0.0004,2.47104291137967,-28.0921634060626,25.7863586235664,-0.011566152433676,155.470805164333
0.0005,3.87228641034518,-37.7894711086039,33.7611214738247,-0.00155838116784563,155.470390083705
0.0006,5.59485848838126,-47.4276871381367,41.737088460381,-0.000727443884971622,155.502141864963
0.0007,7.80493913247973,-57.3271759071982,49.4190421552763,-0.0318943942948744,155.518658316835
0.0008,10.1824991557021,-67.0504310998011,56.9674831166794,-0.0600856675271102,155.488561362149
0.0009,12.9276157083964,-77.0575453313905,64.0354520870824,-0.106700750425081,155.508915990088
0.001,15.9486703756515,-87.1019048367045,71.17064778823,-0.220296717188004,155.482401399449
0.0011,19.2613652783188,-97.1187591858317,77.9185525731155,-0.276938531015385,155.488797600751
0.0012,22.933612164817,-107.245859099291,84.3374913546467,-0.403060495405914,155.501272253212
0.0013,26.8143640812935,-117.36834529078,90.6715038893597,-0.549437045690108,155.47352267342
0.0014,31.0542165544529,-127.685485181219,96.571785744967,-0.741640072896399,155.462256103653
0.0015,35.6486396628072,-137.823640765787,102.353654681537,-1.01401629398078,155.48065360784
0.0016,40.3305928325924,-148.11394373308,107.603676103375,-1.39892432559148,155.48942206853
0.0017,45.502478209301,-158.249927856628,112.775384923449,-1.77945820640235,155.517079949976
0.0018,50.8226373741025,-168.440036174273,117.56588610772,-2.20828366651531,155.474617473612
0.0019,56.4788944861771,-178.623486402612,122.127651628061,-2.7966222879926,155.460363938574
0.002,62.2777292640146,-188.728032032144,126.342844433966,-3.47509516043176,155.482525069973
0.0021,68.4796219496282,-198.839440883402,130.37026581068,-4.24979959868073,155.463962693702
0.0022,74.8559616851809,-208.800321463936,133.956965355203,-5.14738503831878,155.479649715731
0.0023,81.4924829110907,-218.816823567815,137.306445737695,-6.1910499883222,155.461278324294
0.0024,88.3277137109556,-228.780386854359,140.35703583498,-7.3608959501136,155.453010564587
0.0025,95.4260753848523,-238.329323390448,143.035436338881,-8.67653759943392,155.479162031322
0.0026,102.765437742066,-248.190652155272,145.459297713468,-10.2174985771408,155.502991109278
0.0027,110.244926076787,-257.716381560149,147.468039003919,-11.8910915248746,155.43952755194
0.0028,117.960917723511,-267.267653226514,149.230566156174,-13.7506306275632,155.412612565753
0.0029,125.926708356001,-276.616945819648,150.689228446712,-15.8263665076663,155.436736333443
0.003,133.98248863589,-285.811780057003,151.755639787517,-18.1145012078849,155.47028067095
0.0031,142.450602393588,-294.834580616432,152.505989595849,-20.6133633596076,155.432379922648
0.0032,150.743777721374,-303.834813907064,153.019369155465,-23.4127357227663,155.468093244867
0.0033,159.330128326283,-312.52831642746,153.062629564278,-26.4536856675098,155.445426604072
0.0034,168.108507330362,-321.167871738867,152.985523508336,-29.742756874545,155.445283613548
0.0035,177.069785102861,-329.62198263856,152.467548046314,-33.3760581653355,155.427967584151
0.0036,186.049938909031,-337.742262736272,151.733492552117,-37.2262367015325,155.460659192262
0.0037,195.321987275173,-345.849416658467,150.453933020351,-41.4568369211418,155.473169007928
0.0038,204.560088599599,-353.649833498002,149.098209423613,-45.9604031198207,155.427237515148
0.0039,214.095920317046,-361.27154506283,147.344015816413,-50.816626275956,155.469699198979
0.004,223.497570080352,-368.692702365831,145.167345485695,-56.0305684942034,155.438438556403
0.0041,233.155659291704,-375.814035959248,142.768999571042,-61.6076410621709,155.463996981665
0.0042,242.812348507994,-382.773664007168,140.13322093602,-67.5402999038886,155.4340611291
0.0043,252.549351366495,-389.566453171223,137.034489813433,-73.9332840589746,155.448563387084
