t,ia,ib,ic,Te,wm
0,0.0225737130884789,0.0972044372831796,0.0390665108235343,0.00213601228732519,155.493691782494
0.0001,0.0038775328436756,-0.0185991631018996,0.0285201458852784,0.0507314045084579,155.494843776459
0.0002,0.42002891514579,-9.26525224566443,8.70961368952148,0.00957505771996708,155.47230580155
0.0003,1.32548734561953,-18.577132822336,17.2818737481735,-0.00867082706133506,155.491474710138
0.0004,2.41651614734321,-28.0800695624682,25.7250573096751,0.000415714053623869,155.519871122838
0.0005,3.89967349146956,-37.668281387464,33.7869757548133,-0.0416130888907548,155.516825524828
0.0006,5.63657998141604,-47.3209499088261,41.7691560876073,-0.0105444889281522,155.514111741374
0.0007,7.78067094383301,-57.0812953267527,49.3652412776474,-0.0369405774987627,155.484996627259
0.0008,10.1107180604243,-67.05296358527,56.9086666078935,-0.0584129828152055,155.484816099938
0.0009,12.9163018224261,-77.0975974085879,64.0684472592165,-0.0973399761860965,155.47225535938
0.001,15.9222975595968,-87.1439414384513,71.1848265756862,-0.182192084469657,155.49553269385
0.0011,19.2631466756483,-97.0522390057742,77.9469636632383,-0.275686270420379,155.444737536335
0.0012,22.8535203853667,-107.296790312668,84.3100754773368,-0.364106204133948,155.469053881602
0.0013,26.7586729545499,-117.389767331951,90.6786042720496,-0.564096933928142,155.461526323609
0.0014,31.0653407383169,-127.663858795897,96.6205237846053,-0.781863589032012,155.513623600503
0.0015,35.5303688154698,-137.858095124334,102.264066731369,-1.0333748398516,155.465613321412
0.0016,40.3944954368188,-148.080812127673,107.632369816314,-1.38586138722517,155.505538597834
0.0017,45.5337069176395,-158.292799367539,112.764541239974,-1.75176584925527,155.516343156016
0.0018,50.7373557638913,-168.485011457188,117.580766160703,-2.22997936208787,155.484518446767
0.0019,56.4889547736603,-178.55085387612,122.182382863916,-2.83690729366296,155.42852068813
0.002,62.2867764642201,-188.761238768835,126.406727380962,-3.50819243277485,155.481110349713
0.0021,68.3528255167185,-198.768292235877,130.310248912562,-4.256570138976,155.478855301382
0.0022,74.910087106249,-208.804674515805,133.988043129355,-5.137240613164,155.504946491259
0.0023,81.4190560711768,-218.768908500519,137.299239760484,-6.1948301050708,155.474112120184
0.0024,88.4143663927656,-228.681493269967,140.319425777333,-7.34049186178142,155.49931377482
0.0025,95.3827141204417,-238.491098987204,143.068482351836,-8.70367780684529,155.450366224896
0.0026,102.649184075575,-248.095354597355,145.349370913953,-10.1538224057267,155.426170180372
0.0027,110.224753520708,-257.711385159248,147.504535687617,-11.8678894681112,155.458757342378
0.0028,117.971143100694,-267.197837080905,149.281608090445,-13.7501886343737,155.476407374981
0.0029,125.838663463077,-276.522791586958,150.580328566909,-15.8216102374804,155.449178681282
0.003,134.0284299935,-285.689751911071,151.751978225852,-18.1475603119695,155.464522214078
0.0031,142.238550862171,-294.843456943372,152.523189684248,-20.6558031571721,155.465470609762
0.0032,150.811880537663,-303.787169505389,153.049344450337,-23.4175960376042,155.448412234836
0.0033,159.367605533785,-312.521611917216,153.197131187373,-26.4432003011559,155.468070802707
0.0034,168.22180959883,-321.151713929128,152.944380212329,-29.7470723691492,155.487229625573
0.0035,177.078809233982,-329.687854054753,152.489738519207,-33.3532643353526,155.458179427073
0.0036,186.122906312197,-337.805264199901,151.688831378758,-37.2275470760123,155.470081074227
0.0037,195.442181570563,-345.876729568789,150.510621754448,-41.4504006485202,155.45841323156
0.0038,204.58728174741,-353.715164906571,149.009298825613,-45.9381996350487,155.426108566737
0.0039,214.013159063956,-361.26797552601,147.291161104445,-50.8188757909882,155.441504221382
0.004,223.406808520591,-368.570960905996,145.196789015816,-56.0139180174279,155.46870453875
0.0041,233.151602706135,-375.909775627132,142.775131600506,-61.6350275643844,155.444874442804
0.0042,242.681811284897,-382.884930522282,140.06162348726,-67.5414498956099,155.444568742294
0.0043,252.559154800963,-389.680087572923,136.996941391707,-73.919948876202,155.464227591928
0.0044,262.372065038047,-395.940551325655,133.698246733674,-80.6639221865761,155.459798600768
0.0045,272.205401638337,-402.275101150523,130.110931328404,-87.7652853416224,155.41556168177
0.0046,282.070427816719,-408.293085164204,126.177935345672,-95.3945541851662,155.438151982892
0.0047,292.021971986755,-413.929243137486,121.928485993827,-103.396478843662,155.468986363553
0.0048,301.885649237875,-419.412293862778,117.467730951045,-111.897169620797,155.411272142669
0.0049,311.735193623764,-424.522939945666,112.676459259264,-120.788353636512,155.426193327036
0.005,321.772897637275,-429.422573873507,107.6076654704,-130.132424783792,155.43907842888
0.0051,331.669523141196,-433.930822879536,102.334438615194,-140.038604148637,155.387093813594
0.0052,341.612030130256,-438.257488640679,96.7362462662777,-150.341464882782,155.406633007299
0.0053,351.443797795216,-442.378988845855,90.8911674530431,-161.170066908055,155.386923652199
0.0054,361.308935453568,-446.013480019856,84.7842736295894,-172.475450017634,155.400497160739
0.0055,371.106743756691,-449.371548714979,78.4034370909126,-184.320235654258,155.437983020349
0.0056,380.695332877747,-452.573578634385,71.8195205243076,-196.70237910777,155.460434923939
0.0057,390.402513155512,-455.310138984349,65.0686161014802,-209.539250429093,155.384434602422
0.0058,399.915453462684,-457.979130617321,57.9110942106628,-222.924136003689,155.363426760125
0.0059,409.360925600144,-460.05532708343,50.6321784176651,-236.881720695171,155.443452954214
0.006,418.864898993573,-461.948381755186,43.1856697208137,-251.323703163136,155.418859726544
0.0061,428.013730079567,-463.595325737674,35.4848519161139,-266.334700136313,155.425981986422
0.0062,437.087642965657,-464.830749000964,27.5996497713014,-281.810516397308,155.397666017286
0.0063,446.196544000368,-465.68763342928,19.3561437858023,-297.880697283215,155.426979752517
0.0064,455.046552326567,-466.455068514241,11.403945783148,-314.48503132747,155.405616920709
0.0065,463.802727649542,-466.693250958648,2.85597083374392,-331.607659104846,155.398470593446
0.0066,472.350249678216,-466.616630916626,-5.74673968215941,-349.330132885461,155.382056801194
0.0067,480.751650658989,-466.288725423263,-14.391229881644,-367.57339650363,155.425048280738
0.0068,489.033385837906,-465.5919689002,-23.3758296223655,-386.294165985524,155.387923038543
0.0069,497.044504553399,-464.630273949659,-32.3858592288432,-405.614135306882,155.398909355435
0.007,504.98093595245,-463.370231802245,-41.5175263482299,-425.374733933358,155.402669176018
