t,ia,ib,ic,Te,wm
0,0.00686653959313163,0,0.0725796168643427,0.00248576803920448,147.741914859276
0.0001,0.0373193103019003,0,0.0356202852833586,0.000900664053409432,147.737968378764
0.0002,-4.21023451014593,-0,4.06055034269257,0.00706771143305381,147.704122367817
0.0003,-7.92682011932157,-0,8.01709097952178,-0.0186451997810956,147.781475844218
0.0004,-11.6023053030764,-0,11.5495902320936,0.015286789054556,147.704576152046
0.0005,-14.9396403827778,-0,14.9016600253584,0.00579718616433892,147.752443129479
0.0006,-18.0335559787312,-0,17.9473792244311,-0.0271263924830926,147.754362510918
0.0007,-21.0039776610343,-0,20.8482920643656,-0.0193353597593485,147.752564624926
0.0008,-23.3576917522686,-0,23.3531224115371,-0.0147846350775307,147.71774113448
0.0009,-25.6664272701927,-0,25.5819302004059,-0.10061012409178,147.690439168606
0.001,-27.613825886775,-0,27.5428280686548,-0.199085898385686,147.724091566718
0.0011,-29.4108335045954,-0,29.1598384320108,-0.270089063418461,147.718696816153
0.0012,-30.7294375440815,-0,30.7535938845994,-0.422623572850916,147.712453416604
0.0013,-31.7884456528535,-0,31.9051116635134,-0.552503395508247,147.745374407316
0.0014,-32.810811971884,-0,32.6563724759269,-0.777063474309341,147.714907868989
0.0015,-33.2719913997555,-0,33.2665213072087,-1.04959434525367,147.70496398711
0.0016,-33.6247778992752,-0,33.6760514546646,-1.3937654772076,147.678399939355
0.0017,-33.7119409675022,-0,33.6506338506116,-1.74945760827358,147.742336046906
0.0018,-33.4161148703836,-0,33.4045982359913,-2.24221917455277,147.732933301811
0.0019,-32.7875054185757,-0,32.8857873969556,-2.79514216262921,147.696020968315
0.002,-32.0983435897375,-0,31.9965446373995,-3.48423808666532,147.743173722775
0.0021,-30.856997149253,-0,30.9874455817421,-4.26210297692226,147.682212512574
0.0022,-29.5245103738095,-0,29.5414906410647,-5.18558777069989,147.658473897976
0.0023,-27.8887103208302,-0,27.9577107855399,-6.12807433015031,147.690619274539
0.0024,-26.0768919937793,-0,26.0448222722519,-7.35612018312611,147.710830794889
0.0025,-23.7772067249056,-0,23.8383044764979,-8.68076986682019,147.706540438085
0.0026,-21.3377266680038,-0,21.3969236086499,-10.2191316797337,147.702870712322
0.0027,-18.6183099015686,-0,18.6058254387406,-11.8720362615577,147.711248589549
0.0028,-15.6552896361547,-0,15.6052559460927,-13.7660542254396,147.671166371342
0.0029,-12.31370934991,-0,12.4019133580263,-15.8301260032915,147.703500973893
0.003,-8.86523419229806,-0,8.94622380595646,-18.13493721671,147.684782338444
0.0031,-5.12775519839818,-0,5.17893927262679,-20.6392957747321,147.667422212076
0.0032,-1.0536691691631,-0,1.08759654399108,-23.4197052011371,147.673053490232
0.0033,3.11655223765996,-0,-3.08233439102412,-26.4890962973672,147.693557850588
0.0034,7.61846929080957,-0,-7.5324470106039,-29.7418678375852,147.67812922317
0.0035,12.2394655054261,-0,-12.2682576079949,-33.3332123478369,147.644221523007
0.0036,17.1599837741412,-0,-17.2402497353943,-37.2410980862308,147.669365015682
0.0037,22.4374187034306,-0,-22.452730351038,-41.452418194222,147.670839297549
0.0038,27.7650383179622,-0,-27.7916357148945,-46.0015332356971,147.711471689666
0.0039,33.4268920303459,-0,-33.3801795470326,-50.8149953663105,147.658489313
0.004,39.1217497733177,-0,-39.171886378027,-56.0472162818523,147.691172978666
0.0041,45.0583711894126,-0,-45.1898071131689,-61.6090874283403,147.683474175921
0.0042,51.3095332199772,-0,-51.3812782318023,-67.5457643121879,147.684088157427
0.0043,57.7344774311559,-0,-57.6219227615548,-73.9015297848785,147.628016206618
0.0044,64.3594018250041,-0,-64.3468292999722,-80.6349848334097,147.655602793024
0.0045,71.006449385208,-0,-71.0975349947679,-87.7821434577652,147.670254470271
0.0046,77.9483061254014,-0,-77.872993759005,-95.3981140928407,147.667304972724
0.0047,85.0085164649352,-0,-85.0557410328667,-103.376680863764,147.630473290815
0.0048,92.2197170406834,-0,-92.2346512209359,-111.847548667836,147.660075777338
0.0049,99.5689492318369,-0,-99.5279285610141,-120.76474158908,147.677354674488
0.005,107.012934619581,-0,-107.124834863988,-130.164049602788,147.614994268781
0.0051,114.690287085191,-0,-114.682591120134,-140.011897737828,147.645375322358
0.0052,122.382020579522,-0,-122.321892131133,-150.378250815543,147.646536701296
0.0053,130.277495234793,-0,-130.255094252084,-161.142185437823,147.658661921505
0.0054,138.138566853653,-0,-138.238359112255,-172.535657603629,147.62818991419
0.0055,146.250514269817,-0,-146.255407261044,-184.365699015965,147.675960739497
0.0056,154.428430914855,-0,-154.494209656043,-196.744004861191,147.669053828841
0.0057,162.627663389319,-0,-162.673430739477,-209.54135014003,147.655461685347
0.0058,170.958618585164,-0,-171.028536808092,-222.939587815965,147.669954794777
0.0059,179.38344650456,-0,-179.354574967237,-236.872984001941,147.689983773931
0.006,187.76035276529,-0,-187.758756946603,-251.325433042558,147.605096635579
0.0061,196.249707114812,-0,-196.217059029067,-266.307157280856,147.673175174256
0.0062,204.882862546819,-0,-204.747833709104,-281.830252751189,147.613246870453
0.0063,213.338054333024,-0,-213.238991263796,-297.890314299693,147.641796025511
0.0064,221.878529886368,-0,-221.974066685635,-314.489407527211,147.660814222194
0.0065,230.479350250797,-0,-230.455636087899,-331.637754629281,147.620871273386
0.0066,239.020115280905,-0,-239.185461024181,-349.346501505615,147.62253243092
0.0067,247.577976983254,-0,-247.575728049436,-367.557543646081,147.581943974873
0.0068,256.228116751153,-0,-256.29664781879,-386.296752084919,147.645527344564
0.0069,264.73159361418,-0,-264.711198802841,-405.619284074673,147.606021203334
0.007,273.257332729134,-0,-273.240676694456,-425.437755051407,147.61311918525
0.0071,281.734268447939,-0,-281.682807916519,-445.777523216695,147.64564321965
0.0072,290.116559777648,-0,-290.244305778827,-466.608497596988,147.623553341197
0.0073,298.452632086912,-0,-298.498444552234,-487.95390927235,147.623923925647
0.0074,306.688016745177,-0,-306.776012534951,-509.831071105639,147.6111723328
0.0075,315.047871376808,-0,-314.905538985753,-532.170864469566,147.652210457844
0.0076,323.158671210346,-0,-323.138262683732,-555.043419142159,147.615708137731
0.0077,331.253666724799,-0,-331.204678002642,-578.336385973178,147.586196203123
0.0078,339.192036372092,-0,-339.257397236723,-602.090842894217,147.634924751337
0.0079,347.161894803351,-0,-346.873018762243,-626.342082060873,147.61235552954
