t,ia,ib,ic,Te,wm
0,0.000666888403046177,0,0.0371100984680573,0.00406499043703032,147.731876659729
0.0001,0.0471493280486522,-0,-0.01023202598891,-0.00300900955575509,147.737486982546
0.0002,-4.15518453584494,-0,4.1391789518206,0.000915150700876931,147.733376618188
0.0003,-7.86557101877241,-0,8.00767223680115,-0.0266090690157863,147.729513999289
0.0004,-11.7014488299328,-0,11.5697896000714,0.0397886597579004,147.721035277372
0.0005,-14.8543864618908,-0,14.9148748616589,0.0279632622297833,147.733887393194
0.0006,-18.0563290106324,-0,18.1454314730825,-0.0639544363778289,147.728600117559
0.0007,-20.8134355169476,-0,20.9203695535738,0.000140163365761295,147.722964936196
0.0008,-23.4013126338687,-0,23.4248543334768,-0.0729003790243491,147.715921232072
0.0009,-25.7019351770799,-0,25.6589978627578,-0.102570785785357,147.746091079349
0.001,-27.5987146690733,-0,27.6159847816016,-0.147706102426853,147.725887194937
0.0011,-29.3464336141227,-0,29.403467780909,-0.273650962036359,147.743051331682
0.0012,-30.6382703681455,-0,30.8229976141104,-0.411002050267406,147.699346348463
0.0013,-31.8390189516415,-0,31.719626636669,-0.563657954283657,147.694349872024
0.0014,-32.7143487004849,-0,32.8333091116807,-0.784329844115787,147.704283629863
0.0015,-33.4027955346718,-0,33.3158702754534,-1.07701130340017,147.728222151393
0.0016,-33.7357614986362,-0,33.6086322391388,-1.34223654025942,147.70017358689
0.0017,-33.6284166294889,-0,33.6741364504273,-1.79105020926992,147.705789931298
0.0018,-33.4077864434792,-0,33.4104057963672,-2.27274931766418,147.655933693138
0.0019,-32.8456092920704,-0,32.879914236237,-2.83640391778346,147.685970361889
0.002,-32.076807465718,-0,31.9143752493914,-3.5167827190253,147.672051980854
0.0021,-30.9479754887915,-0,30.9075673370021,-4.22397759307235,147.662028241697
0.0022,-29.6396025150084,-0,29.5975036408505,-5.146828018931,147.692313163275
0.0023,-27.8578933025819,-0,27.8923023659568,-6.19002396662994,147.694956016133
0.0024,-26.0777502932979,-0,25.9141369822921,-7.35474752161053,147.690560679473
0.0025,-23.7844289583808,-0,23.8419920582117,-8.74271543958725,147.676176803125
0.0026,-21.3578137605952,-0,21.4433871507654,-10.2111080847724,147.724683105933
0.0027,-18.6309809308767,-0,18.6058840888308,-11.8809925730381,147.696580431528
0.0028,-15.6007023725876,-0,15.577738176785,-13.773188290229,147.675073614566
0.0029,-12.3128304158891,-0,12.3963642631302,-15.8336226330807,147.647202984702
0.003,-8.8326680637297,-0,8.98332416869013,-18.1538298890912,147.701347221814
0.0031,-5.20111365645383,-0,5.11665074155999,-20.6346120846999,147.699130975278
0.0032,-1.07060215020039,-0,1.22959687532583,-23.4323074608823,147.691615427348
0.0033,3.21995210865504,-0,-3.100641666695,-26.4550329425791,147.706754862072
0.0034,7.59534930962866,-0,-7.64328722345158,-29.731404402453,147.674453229251
0.0035,12.3861239417335,-0,-12.2996198139608,-33.3631316383868,147.70914020297
0.0036,17.3494121034353,-0,-17.1176616840921,-37.2572132513134,147.66754254407
0.0037,22.4099275873442,-0,-22.4731500213239,-41.4314517641704,147.646593906798
0.0038,27.8516780956682,-0,-27.7827163732435,-45.9445071061199,147.656229729864
0.0039,33.3256958973772,-0,-33.3259668199603,-50.838540392714,147.668336090528
0.004,39.1663099529544,-0,-39.1704472422146,-56.050002418774,147.642325263591
0.0041,45.1536115101573,-0,-45.1437566307781,-61.6179370911182,147.680098213014
0.0042,51.3958271340903,-0,-51.419855780585,-67.5856374097725,147.688733898114
0.0043,57.5985726080995,-0,-57.7677877902466,-73.9025469789472,147.638602487186
0.0044,64.2520223003236,-0,-64.3230592407191,-80.6643304473678,147.644698079431
0.0045,71.1106734062792,-0,-71.0483530027582,-87.7835898476212,147.672015750543
0.0046,77.899063688406,-0,-77.9156892960698,-95.3898922296856,147.671346911876
0.0047,85.0072371562353,-0,-85.0744534045326,-103.387639146482,147.674157602763
0.0048,92.2608182460419,-0,-92.2391975137594,-111.864494324157,147.641172785886
0.0049,99.5820361462509,-0,-99.4760727780076,-120.794603648946,147.639517870695
0.005,107.015040167166,-0,-106.992863816901,-130.147117379757,147.676521969347
0.0051,114.650565501561,-0,-114.597481955239,-139.992943709179,147.689125854167
0.0052,122.404680860732,-0,-122.408900955534,-150.357038415741,147.648493712879
0.0053,130.273930163458,-0,-130.324641487602,-161.192811501593,147.642255783359
0.0054,138.25887053501,-0,-138.329500354048,-172.513390031653,147.632952406002
0.0055,146.234733638728,-0,-146.329037085984,-184.315397339816,147.630309505975
0.0056,154.392803071771,-0,-154.484484187565,-196.707906830709,147.622937716067
0.0057,162.684715082725,-0,-162.764224021995,-209.57518933112,147.663090145835
0.0058,171.042303793655,-0,-171.019929397104,-222.937478610599,147.653987039558
0.0059,179.470895445068,-0,-179.315449421527,-236.888469136314,147.661893508195
0.006,187.933473625157,-0,-187.730352772707,-251.336837841511,147.660303160666
0.0061,196.182395596961,-0,-196.380218186883,-266.332675372663,147.644696325439
0.0062,204.798069011481,-0,-204.846156261153,-281.818550609763,147.620088193419
0.0063,213.327029983014,-0,-213.327809292328,-297.909425843367,147.654528547007
0.0064,221.86477594975,-0,-221.940398306369,-314.502881806169,147.647928086486
0.0065,230.436166146568,-0,-230.476958131357,-331.667575904293,147.660875615563
0.0066,239.0256682278,-0,-239.051808941314,-349.322326261127,147.628093304198
0.0067,247.566462666189,-0,-247.663223438922,-367.534092375524,147.631414494312
0.0068,256.150649437593,-0,-256.088799931076,-386.285466761111,147.607095937302
0.0069,264.700763973313,-0,-264.726609655297,-405.565494730466,147.64994021133
0.007,273.256782700515,-0,-273.313652905274,-425.418202694626,147.657998916321
0.0071,281.737010509659,-0,-281.751797306302,-445.742080851089,147.635793252332
0.0072,290.103279052621,-0,-290.057282786754,-466.58200253704,147.631464336706
0.0073,298.426449416004,-0,-298.565425382272,-487.940348888598,147.624896587082
0.0074,306.71571440454,-0,-306.836160590245,-509.773137781112,147.621797373552
0.0075,315.001029522611,-0,-315.077691047781,-532.159149917331,147.635917995978
0.0076,323.200905051518,-0,-323.144067312215,-555.012354286574,147.601188305311
0.0077,331.282240361644,-0,-331.270050981361,-578.293657871838,147.587081320679
0.0078,339.170486938911,-0,-339.163417983044,-602.079175307206,147.639099481019
0.0079,346.949316428137,-0,-347.097054070465,-626.343431120247,147.634862691175
0.008,354.784563012504,-0,-354.751494178984,-650.995136844284,147.615429565235
0.0081,362.437900096837,-0,-362.412009517306,-676.032592398886,147.59281451999
0.0082,369.835516365806,-0,-369.921961483918,-701.53590506501,147.583537933911
0.0083,377.220334393468,-0,-377.267681007988,-727.420535914882,147.589687377699
0.0084,384.544958468399,-0,-384.384706622847,-753.624335329509,147.586205549795
0.0085,391.628291792446,-0,-391.476528357817,-780.294110541638,147.582412722332
0.0086,398.42212064278,-0,-398.371451448598,-807.195519541036,147.614635036266
0.0087,405.16496176789,-0,-405.127924086449,-834.505710286777,147.60275253625
0.0088,411.798314289722,-0,-411.765038967347,-862.02111118404,147.599286005689
0.0089,418.062589309389,-0,-418.063758792463,-889.894551030377,147.588244233304
0.009,424.412441149203,-0,-424.302544553586,-917.991163596313,147.614979871528
0.0091,430.337824064593,-0,-430.232471241921,-946.372442604384,147.604527905693
0.0092,436.123147876968,-0,-436.194873735833,-974.900930727764,147.626321963383
0.0093,441.748530294326,-0,-441.734216562915,-1003.61481854915,147.622685011379
0.0094,447.1754696326,-0,-447.241014935212,-1032.50888168903,147.588247626193
0.0095,452.445968042606,-0,-452.482508246826,-1061.51115290644,147.607866237787
0.0096,457.331473376522,-0,-457.411930194535,-1090.63872729261,147.565195751628
0.0097,462.18667437105,-0,-462.16185659843,-1119.89364070564,147.554070090839
0.0098,466.647692663328,-0,-466.64864397075,-1149.18949398151,147.552346761002
0.0099,470.999534052504,-0,-470.935716067309,-1178.46864787472,147.611932783158
0.01,474.966588286427,-0,-475.01824418978,-1207.80179827809,147.595255722134
0.0101,478.844952932108,-0,-478.815946924969,-1237.06705008751,147.557584437825
0.0102,482.47977344865,-0,-482.358177116343,-1266.28745656789,147.561500482745
0.0103,485.797331217221,-0,-485.733886304371,-1295.4058186427,147.567274231088
0.0104,488.828648384581,-0,-488.810162076373,-1324.42690953257,147.572963818427
0.0105,491.58329652068,-0,-491.565597301451,-1353.26628607167,147.584449788313
0.0106,494.050670513713,-0,-494.204840301911,-1381.97061619457,147.575450619072
0.0107,496.595866410551,-0,-496.458001342938,-1410.43038344415,147.561480989788
0.0108,498.498978801279,-0,-498.510877922246,-1438.64819434012,147.620072204068
0.0109,500.341204185475,-0,-500.333219937229,-1466.5551637258,147.546013408534
0.011,501.847391296966,-0,-501.831409921014,-1494.19091502886,147.526626324789
