t,ia,ib,ic,Te,wm
0,-0.00208639985637318,0.0594503270180572,0.0449778510435225,-0.0139959119879407,154.74654242916
0.0001,-0.020199866228777,0.0501828369143274,0.010802932919818,0.0273633196497643,154.738329281237
0.0002,-0.386259888672508,-7.4792551790164,7.80475778692417,-0.0285978887326204,154.687797492693
0.0003,-0.457059277343335,-14.9872871167159,15.544916143856,0.0354027811986019,154.734406425278
0.0004,-0.190874221453509,-22.6658954894114,22.9116758113616,-0.00396972295442433,154.699472119797
0.0005,0.279783201684734,-30.4111973298074,30.1917049493297,-0.00132465192180059,154.745715976456
0.0006,1.11923982533231,-38.3083078839918,37.1533492209061,-0.028630526237187,154.718339657761
0.0007,2.17586720474133,-46.2445461526873,43.8112725242829,-0.0262291338306939,154.704003419308
0.0008,3.77684366202943,-54.1795944092507,50.5619813746202,-0.0506328760690135,154.70963963497
0.0009,5.39940759226296,-62.2329749210923,56.7795394264339,-0.0766058363018119,154.740310259732
0.001,7.55211469247567,-70.3768136563947,62.7338100520533,-0.192734109031023,154.712725577254
0.0011,10.0566076167309,-78.504538386074,68.5111280843181,-0.263132729155593,154.701422903579
0.0012,12.654755297843,-86.6117981581647,74.1286779457432,-0.374415995216865,154.697417083514
0.0013,15.5898082690825,-94.8778524783076,79.2854173961906,-0.574672392610162,154.713845378987
0.0014,18.7935811703344,-103.144996192079,84.3079458611221,-0.774340071255267,154.715540291691
0.0015,22.1965237191894,-111.304091137629,89.0394043266827,-1.05267344894543,154.706158009175
0.0016,26.1035691036753,-119.552519760078,93.4897813274104,-1.36860686646053,154.712279108364
0.0017,30.2051592224415,-127.899482791651,97.6274828611742,-1.77403161828266,154.712038596398
0.0018,34.5804002439091,-136.103950736935,101.347957247104,-2.26534189622998,154.702569512496
0.0019,39.2809570234896,-144.368871731165,105.013562452356,-2.78513774506064,154.702177927878
0.002,44.2156815511815,-152.461679029067,108.379559640162,-3.48754852283452,154.70286394448
0.0021,49.4038914323318,-160.696187722947,111.251602482479,-4.2773610869285,154.688222633441
0.0022,54.8311404356323,-168.666851987917,113.874790039596,-5.18630200822146,154.728617131591
0.0023,60.3946764221024,-176.759617791568,116.246392058594,-6.19845384826511,154.665249995094
0.0024,66.3015320191404,-184.636552318862,118.440532790403,-7.35492054127675,154.707840804026
0.0025,72.5177178849774,-192.689465109808,120.088528022245,-8.68890104842357,154.729507041187
0.0026,78.9132513689735,-200.461421575257,121.592041236326,-10.1769183556387,154.700765284962
0.0027,85.5743397140068,-208.255740787623,122.746429093455,-11.8602047249382,154.750762437467
0.0028,92.2811657539696,-215.899829970853,123.703283296856,-13.7236454351479,154.680240129681
0.0029,99.3259456719654,-223.488952084084,124.134282545127,-15.8596403246948,154.678819624105
0.003,106.600408505807,-230.89559347094,124.314577390807,-18.1156702895437,154.679247244259
0.0031,113.971817665217,-238.204831578694,124.264750825294,-20.6803615618146,154.637790293523
0.0032,121.562808265154,-245.441035308945,123.867650525212,-23.4457137720732,154.679731837613
0.0033,129.326611449158,-252.523029402392,123.21887547233,-26.4975969504197,154.663677178374
0.0034,137.330716734832,-259.483078358494,122.143036538441,-29.7667263604719,154.648331201438
0.0035,145.542378885651,-266.265208746403,120.860930148705,-33.3727826363457,154.623751925718
0.0036,153.731291053232,-272.910384873916,119.215526902938,-37.2482502869075,154.684032617964
0.0037,162.175544568561,-279.366540395187,117.229149248495,-41.4298827959211,154.658162603771
0.0038,170.693816765076,-285.728546323978,115.143641495895,-45.9624703799428,154.627446795439
0.0039,179.212271064197,-291.950387126846,112.593043045168,-50.8084249816348,154.691258697977
0.004,188.168496575953,-297.924280474535,109.720574237187,-55.9930121312489,154.692737265052
0.0041,196.948774077867,-303.610818694834,106.65480273329,-61.5914839097025,154.686505062938
0.0042,206.031075738521,-309.321600091398,103.323800602834,-67.5936087868563,154.667067000017
0.0043,215.224340859627,-314.783169347997,99.5608056193793,-73.8938672645652,154.658721095157
0.0044,224.336449635323,-320.02236874394,95.5965455754272,-80.690092428371,154.651130047587
0.0045,233.536603311222,-325.005068354435,91.487820901306,-87.8030757432107,154.647414972914
0.0046,242.773871164976,-329.827437202902,86.9554028267402,-95.4106853293378,154.629670444123
0.0047,252.271800566512,-334.422129780513,82.2218176736695,-103.392345791502,154.616045440264
0.0048,261.631109700069,-338.845771973802,77.2263014329793,-111.838018888926,154.622702199395
0.0049,271.112124789919,-342.996016165578,71.9101958852743,-120.749179128745,154.63928961617
0.005,280.592291240927,-346.928362708093,66.4330566165103,-130.191134783642,154.630217078962
0.0051,290.000761750553,-350.598316178327,60.7362041087622,-139.978874021367,154.689609887384
0.0052,299.48339181447,-354.186354251431,54.607488209542,-150.338206398661,154.632949817644
0.0053,308.973307015887,-357.442500460293,48.3998053561858,-161.187384293508,154.644765495153
0.0054,318.523696839632,-360.457093443625,41.9412789517744,-172.512935384456,154.651793018582
0.0055,327.98842371795,-363.123057236398,35.2520512185763,-184.321499937417,154.614734735363
0.0056,337.313884829039,-365.685730939949,28.4674551875137,-196.703858292388,154.659913764786
0.0057,346.595533054127,-367.933628069722,21.2809666035529,-209.534105465115,154.606858719388
0.0058,355.866513454835,-369.973990431145,13.9672818148247,-222.968938854715,154.647380799012
0.0059,365.306340351552,-371.729283462991,6.56485669398933,-236.879473848045,154.65182429604
0.006,374.47221242844,-373.202338316234,-1.19427256744954,-251.309371512937,154.620151232149
0.0061,383.492846488882,-374.506856539206,-9.05579147141303,-266.328056253499,154.608286746197
0.0062,392.540900511697,-375.560220583364,-17.1440196308134,-281.81670280374,154.645570231205
0.0063,401.466945997679,-376.276892869029,-25.1546898997923,-297.913553315085,154.601719389259
0.0064,410.293013197929,-376.753376837893,-33.4755079730193,-314.495565318143,154.652169236254
0.0065,418.943427364333,-377.05825697102,-41.9098189791167,-331.681377766459,154.649635953219
0.0066,427.575165385506,-376.954633748329,-50.6138058592294,-349.296858654201,154.61528003585
0.0067,435.957093584261,-376.771264423981,-59.2707810186197,-367.522253685142,154.611080501585
0.0068,444.237063380181,-376.264694604068,-68.1061089779059,-386.300754656299,154.63922276854
0.0069,452.46073573965,-375.368680134229,-77.0654715268878,-405.613140110195,154.594024889621
0.007,460.495927056882,-374.422022490257,-86.0771163813388,-425.412957988502,154.622110968265
0.0071,468.16380222158,-373.137319839328,-95.0974767768465,-445.754338838505,154.661562355859
0.0072,475.836870634915,-371.600903693319,-104.362904357283,-466.609769489014,154.606400277085
0.0073,483.293011593574,-369.793818909093,-113.655766977187,-487.922846209178,154.650631802028
0.0074,490.647907198398,-367.625828279756,-122.956908581522,-509.796078920322,154.640859647324
0.0075,497.736219415427,-365.416421994172,-132.339752561155,-532.148915861188,154.619204764986
0.0076,504.597644007701,-362.842371945952,-141.749028162378,-555.011583652495,154.610239966193
