t,ia,ib,ic,Te,wm
0,-0.032302365655523,0.0747336051259077,0.00850790602891694,0.000339473808774083,154.732420898702
0.0001,0.0234457470982284,-0.0432542724605332,0.0615746617562958,0.014249505865198,154.712964698844
0.0002,-0.197997111507447,-7.92068764359313,8.09018741713065,0.00231458322597782,154.758564434551
0.0003,-0.0947160870210024,-15.9295575890751,15.9649380845647,-0.039987355796051,154.748112024907
0.0004,0.390155312913492,-24.0451995345171,23.5706086843042,0.00528735877438784,154.703135448065
0.0005,1.14002786562151,-32.302505797381,31.0998390673383,0.00121189393806219,154.764760233578
0.0006,2.19146141682923,-40.5756820919336,38.3855057735482,-0.0463587803833374,154.744443291239
0.0007,3.74909871198094,-48.9282143945868,45.315508045925,-0.0295868246763623,154.728310479045
0.0008,5.35013663190692,-57.430704849985,52.0616783956077,-0.0632583067279531,154.741603364366
0.0009,7.30692338929852,-65.9827330098813,58.6266518662925,-0.107189593759662,154.71918074198
0.001,9.63609806737979,-74.5190748658661,64.8563044715095,-0.138567438405417,154.707813602787
0.0011,12.3532203113151,-83.1122739898296,70.9031071947718,-0.274792837850207,154.718113912504
0.0012,15.19034240092,-91.8783691615996,76.6255100338466,-0.383232994111856,154.7199175342
0.0013,18.3580707627172,-100.594447472782,82.1523943083603,-0.575520152559914,154.711584979244
0.0014,21.8589790044679,-109.255578367692,87.4191120831492,-0.757180332053521,154.710998866729
0.0015,25.6800162079057,-117.966112777887,92.3513311578526,-1.04175286774528,154.707387525546
0.0016,29.7109158057776,-126.730720764563,97.0011352414502,-1.34501588429783,154.688539525701
0.0017,34.0928247148712,-135.45515701677,101.399077957824,-1.78867131347822,154.680246806127
0.0018,38.7176169138362,-144.251432022223,105.507026482396,-2.24427458835444,154.690563257566
0.0019,43.551376263484,-152.902809181441,109.320512705346,-2.82134404036035,154.678492886982
0.002,48.7452317587974,-161.660822183544,112.856742030817,-3.4660813224803,154.687251189715
0.0021,54.1526609733123,-170.321805247825,116.060718513953,-4.2777770686339,154.650788347487
0.0022,59.7277756243093,-178.860994668705,118.953319901947,-5.13467686382758,154.715717937683
0.0023,65.6964992324105,-187.353874787252,121.51901782888,-6.19817580281193,154.708031905959
0.0024,71.9243414370916,-195.809012814282,123.878977666905,-7.34699402224021,154.691130432924
0.0025,78.1897370992843,-204.187333917695,125.95637982307,-8.69642525021984,154.679197055204
0.0026,84.8145923750793,-212.430670949914,127.528548729806,-10.1388304782085,154.698791639778
0.0027,91.8348993466531,-220.708308940372,128.94997354229,-11.8477914934519,154.676859991656
0.0028,98.7767569040256,-228.829778539298,130.080352702888,-13.733445807355,154.699271291862
0.0029,106.050814308718,-236.850139496457,130.777291999772,-15.8280047181283,154.714967473072
0.003,113.498875102424,-244.717003226172,131.241108318841,-18.1163315540844,154.692172626581
0.0031,121.128977771969,-252.503063674659,131.370833427714,-20.6751169154403,154.714751160274
0.0032,128.981066745788,-260.160454201933,131.203929356575,-23.4478667834161,154.679457433442
0.0033,136.909417747138,-267.663382388043,130.742541914035,-26.4434183567943,154.667519839008
0.0034,145.123542640207,-274.931608324041,129.91623512846,-29.7376934407846,154.68518190974
0.0035,153.392875719214,-282.220193658305,128.80973180071,-33.3212775332356,154.68787933933
0.0036,161.848740785374,-289.285432951704,127.349779953674,-37.2219719124104,154.648912183403
0.0037,170.465134166569,-296.135928621501,125.674447322093,-41.4485795306654,154.659281246595
0.0038,179.235572818026,-302.835334554397,123.591051516007,-45.9767798043268,154.684079942158
0.0039,188.1313891455,-309.458270300379,121.318758582195,-50.8156728762708,154.670814099894
0.004,197.051866385729,-315.663244039032,118.725873091955,-56.0572632183809,154.658949496451
0.0041,206.110598453633,-321.906088521492,115.781021953574,-61.6312081887051,154.657931145059
0.0042,215.260616921764,-327.808032299064,112.594770927188,-67.6016177612129,154.65730864706
0.0043,224.51097365045,-333.640703570131,109.034834468658,-73.8932278649184,154.664427584537
0.0044,233.822121327009,-339.149965373037,105.32379519084,-80.6704979082369,154.653268754402
0.0045,243.342040162598,-344.499387012865,101.161499248911,-87.8017520577164,154.68420049697
0.0046,252.74537877852,-349.510872441069,96.8447526235282,-95.3660258120738,154.677302076822
0.0047,262.158613149755,-354.384307826409,92.2132121864531,-103.375776504072,154.666147609714
0.0048,271.650745414738,-359.213424347158,87.4002971911491,-111.88141510962,154.644341993734
0.0049,281.256696480508,-363.451735601922,82.1839109829181,-120.782992655042,154.65650098649
0.005,290.924946659854,-367.70377285711,76.8405001799568,-130.149389088081,154.652616046424
0.0051,300.50088545441,-371.546092204349,71.1610731424749,-140.012188085978,154.65173751914
0.0052,310.036268900798,-375.286725584634,65.2083530069449,-150.360576448482,154.628730376405
0.0053,319.643788615767,-378.706919458754,59.0534751288248,-161.163321762829,154.661893011084
0.0054,329.247444399364,-381.999873968637,52.7371644368904,-172.502784339798,154.619697375769
0.0055,338.699755087777,-384.924467274506,46.2126779923841,-184.350116380019,154.657888451815
0.0056,348.235664912008,-387.531935538732,39.2749777243032,-196.694453404156,154.621746896744
0.0057,357.622539834567,-390.013767460898,32.3519979033802,-209.547822527181,154.62207672979
0.0058,367.017773747843,-392.135424601367,24.9879713552717,-222.910561006509,154.642084169754
0.0059,376.391272239015,-394.019799614318,17.6443624493708,-236.874742865376,154.636906838841
