t,ia,ib,ic,Te,wm
0,0.0269517422649959,0.115000046891083,0.0660456980704464,-0.0147191565651836,155.477554494003
0.0001,-0.0311519339545291,0.0707428780244226,-0.00619649545043386,0.0204050212863779,155.50857683201
0.0002,0.4667827729379,-9.21906104214177,8.65322666766863,0.0300254265484677,155.513297640058
0.0003,1.2350793524153,-18.636453352518,17.34350648498,-0.0304634240191106,155.521389647209
0.0004,2.42475752644388,-28.0431667165144,25.5822833060397,-0.0186389609707315,155.513078139232
0.0005,3.8942383360826,-37.6406101689045,33.7532200652187,-0.00311657064447425,155.486752038899
0.0006,5.64641217408422,-47.3500538604368,41.6852198094483,0.027946623463061,155.470779213715
0.0007,7.73715417918163,-57.2040879527206,49.4460698251884,-0.0538326373846095,155.456128476422
0.0008,10.2292456040974,-66.9730087790567,56.917599995581,-0.0669326803030359,155.495106884834
0.0009,12.8863183937525,-77.0765623818479,64.1305324301586,-0.132779086413572,155.502378695958
0.001,15.8533615135316,-87.052825988099,71.1952649771315,-0.187107566550594,155.514804675484
0.0011,19.3108611073059,-97.1036952609709,77.8413080828371,-0.274628346243822,155.473136279627
0.0012,22.9263778048454,-107.263339117217,84.3781581369398,-0.403430732941769,155.469922579542
0.0013,26.8184552804694,-117.428653398066,90.5725728026617,-0.592388466631504,155.484370407424
0.0014,31.0454102431569,-127.674771274738,96.5831428304341,-0.760316125201587,155.491919680221
0.0015,35.455607303123,-137.890592950413,102.331606014277,-1.03393995003156,155.498951272781
0.0016,40.4365458288499,-148.073276543974,107.655197674552,-1.39105564058448,155.484490972255
0.0017,45.4410506523063,-158.214018366242,112.76939680467,-1.74233584626342,155.467817251291
0.0018,50.7419064468358,-168.458726898263,117.637330610423,-2.25273046845768,155.469129743956
0.0019,56.5072577466768,-178.553747819543,122.115975973154,-2.79469001253751,155.451897675738
0.002,62.2520466637648,-188.714693282927,126.430088869141,-3.47940728903477,155.483373237629
0.0021,68.4568564831944,-198.728446233367,130.360384422049,-4.21661695762635,155.474606706783
0.0022,74.8153338278117,-208.858261846588,133.905122131038,-5.17211058041165,155.46546626282
0.0023,81.476140406175,-218.792573709308,137.35215210808,-6.18692653889697,155.475469172099
0.0024,88.3044595091811,-228.646367855636,140.271071173909,-7.36005662090723,155.412018854607
0.0025,95.4264822362043,-238.526599156918,143.042506046239,-8.68096013750401,155.432112310955
0.0026,102.737809126503,-248.173652323544,145.380190451761,-10.1974523791009,155.458381910492
0.0027,110.229158186815,-257.705601706136,147.522717523786,-11.8380751491527,155.499668993728
0.0028,117.937686498471,-267.100568674731,149.326044495315,-13.7390705894491,155.478050698629
